id,date,time,author_id,author,text,link
255,2025/5/12（週一） 17:13,17:13,600,600-9800003NMSL,狼友小作文 - 皇昌(2543),https://drive.google.com/drive/folders/1-3--7alcytFmMRg8_APsEg8FmC8jbSlL
256,2025/5/12（週一） 17:53,17:53,127,127-0398125 Gerald,★萬寶周刊 20250508[第1644期] 關稅戰 匯率戰.pdf,https://drive.google.com/file/d/1qur2FT2lM1WzTryvFrVT-28T_S9tKF8f/view?usp=drivesdk
257,2025/5/12（週一） 19:51,19:51,556,556-0738099Richard,狼友小作文 - AESKY ( 6781 ),https://docs.google.com/document/d/14Z8zStyrPEZx9p0q9RfC-_tS3DJXs6EPidKk-Uc36eU/edit?usp=sharing
258,2025/5/12（週一） 20:57,20:57,571,571-0727961小P,,https://drive.google.com/drive/folders/187lgMkORTrt03t6Pkqq7TiO2oj3Yiqaq?usp=drive_link
259,2025/5/12（週一） 23:09,23:09,586,586-9800001安煦,5月小作文波若威 3163,https://docs.google.com/document/d/1azmDLxl6B12nKEUmFnnDKuGBwmXEFqVBRBy3R4-5hCo/edit?tab=t.0
260,2025/5/13（週二） 09:59,09:59,385,385-0497440 麥當勞股東,,https://docs.google.com/document/d/1-kcy4yxxu1068CGplGEt-J3ZYTbQ-Oeku_QCs1QlvrM/edit
261,2025/5/13（週二） 10:17,10:17,490,490-0548056ziine,,https://docs.google.com/document/d/1CWKn6uFmC9yES09Jm04Q6h0DkZ0yYT0I8uP4VPu9W8c/edit?usp=drivesdk
262,2025/5/13（週二） 10:48,10:48,426,426-0527909飆仔,4月小作文：天鉞電(5251),https://docs.google.com/document/d/13m6gNZGm11svFinDNq3LBn7XqTLJFNRG
263,2025/5/13（週二） 12:20,12:20,524,524-0727783馬伕傑,,https://docs.google.com/document/d/10t3gcQnDnsVx6mzj2YNMMCj9CryjuRIrKht1XPEU3WM/edit?usp=sharing
264,2025/5/13（週二） 16:53,16:53,601,601-0743220邦邦,五月小作文-兆聯實業6944,https://1drv.ms/w/c/9fec53b19806af6b/EXRgPYrnTvpGoTDsYXJi0ogBgY-xkTlgR3Ywv7GJ5pxqTQ
265,2025/5/13（週二） 16:55,16:55,602,602-0383910波西,五月小作文-翻譯接案方法,https://docs.google.com/document/d/1y1I9gN1KEGiiWXQJEzPEysrL6dgM-MZh/edit?usp=drive_link&ouid=106226827257978896515&rtpof=true&sd=true
266,2025/5/13（週二） 17:01,17:01,480,480-0693299 Benson,,https://docs.google.com/presentation/d/1_MjhLURsXaNRRGDVXvPqFaQK2Gnn3kLW/edit?usp=sharing&ouid=118154091252196378446&rtpof=true&sd=true
267,2025/5/14（週三） 09:38,09:38,535,535-0724553空格 王玉1個億,山林水(8472) 小作文,https://docs.google.com/document/d/1c2FJFiPr1ET7ZWcb8eYFdmioTTA7674N/edit?usp=drivesdk&ouid=108855551660568832776&rtpof=true&sd=true
268,2025/5/14（週三） 11:04,11:04,502,⚡⭐502-0724579 Cowboy,5月小作文 第二篇,https://drive.google.com/file/d/18fR6cHwGvo_n6Ai2BxzAdVaRDNBbJ6Qp/view?usp=drive_link
269,2025/5/14（週三） 11:50,11:50,517,517-0726218HK,,https://docs.google.com/document/d/1FApGwT5eflUhoNaJrTNulQdKbXwlNOcWsF0OemdcL9A/edit?usp=drivesdk
270,2025/5/14（週三） 16:17,16:17,378,378-0489775凱特,五月小作文-驊宏資6148,https://drive.google.com/file/d/16ZP8JymvX6Zvc3rfziBYnl-qLcHI-2l7/view?usp=sharing
271,2025/5/14（週三） 16:24,16:24,603,603-0749046高福福,五月小作文-鉅祥2476,https://drive.google.com/file/d/1GHssiEZR3-4FW_ADnw8iU62lgPX78mC6/view?usp=drive_link
272,2025/5/14（週三） 19:34,19:34,571,571-0727961小P,,https://drive.google.com/drive/folders/144eUaGolKLWHAJvcjRp0lNQZeaSykMuM?usp=drive_link
273,2025/5/14（週三） 21:03,21:03,600,600-9800003NMSL,五月小作文-科姸(1786),https://reurl.cc/VYqpRZ
274,2025/5/15（週四） 00:42,00:42,407,407-0516211史蛋,4月小作文-華泰2329,https://docs.google.com/document/d/1EfNiv7g4BLwbGxSUCEYblvLTppKwEtKuLXyeh2RADA8/edit?usp=sharing
275,2025/5/15（週四） 14:06,14:06,468,468-0677901彩虹,4月小作文 長園科 8038,https://docs.google.com/document/d/149QDbMLvT84_uRQ3deMeTqMEE3-67r2KcPl2sOn1800/edit
276,2025/5/15（週四） 19:00,19:00,559,🔥⚡⭐559-0740236哩奧娜多,五月小作文-十分鐘的日內波大法,https://docs.google.com/document/d/1XUkLJY0FfOq2J4L93FBPd2VfGduE-pOQWZEi-MRL_KI/edit?usp=sharing
277,2025/5/16（週五） 00:56,00:56,469,469-0529347小宇,五月小作文,https://docs.google.com/document/d/1ljJ6SYxe2K_IyeZoc_fI16i3-gZFKHUh/edit?usp=drive_link&ouid=116028103918394948460&rtpof=true&sd=true
278,2025/5/16（週五） 01:17,01:17,605,605-0735461小蘋果,五月小作文-精確3162,https://docs.google.com/document/d/1Ra6_4MMZiiGa-9vPgr9f-wsg9Xg3Cq1pvo1VJZCTN5c/edit?usp=sharing
279,2025/5/16（週五） 07:19,07:19,549,549-0736240 秋風漸落,五月小作文,https://docs.google.com/document/d/e/2PACX-1vTxwDN7-HlpzHSQtsPHDKLsuTcQ7zAro-fQePh8xk3ubGRvaBNlMEcJEP1fJCkYSNJLnc06LP0xFoGV/pub
280,2025/5/16（週五） 17:08,17:08,608,608-0750132 Kris,五月小作文-台積電2330,https://docs.google.com/document/d/19FEK1btwSHI8DBQ61MhmX8kA5DV0HqdSmZyQXJeluzg/edit?usp=sharing
281,2025/5/16（週五） 17:38,17:38,483,483-0677765Athena,,https://docs.google.com/document/d/11IARnZlEQWMcMeiStDgzWCUPL3-5pjwf/edit?usp=sharing&ouid=116630546667820990848&rtpof=true&sd=true
282,2025/5/16（週五） 18:19,18:19,505,505-0724540捲髮狼,五月小作文  3017,https://drive.google.com/file/d/1Qnz0IyFQLgzR1tVADkIF0VN75Ipnm1aE/view
283,2025/5/16（週五） 22:08,22:08,092,092-0404475 Ernest💗,補充一下，利用隔日沖賣壓順勢「放空」策略，,https://www.facebook.com/share/p/1AMz62gM4P/
284,2025/5/16（週五） 23:04,23:04,576,576-0741743 Zack,,https://drive.google.com/file/d/1IQX82nrtkhic8DGw7AlADN72tBDLit8o/view?usp=sharing
285,2025/5/17（週六） 01:16,01:16,429,429-0531924三毛,五月份小作文-中砂1560,https://docs.google.com/document/d/1EXTCsDyAFAB4uodLrsijt9OKy9LkW0Bo/edit?usp=sharing&ouid=104235377859924673226&rtpof=true&sd=true
286,2025/5/17（週六） 10:10,10:10,489,489-0678971Wade,,https://docs.google.com/document/d/1OPh5vR8sz8Xgo4VqF2NWgNv7Ssb1cuh8_GwA45GJlqw/edit?usp=drivesdk
287,2025/5/17（週六） 16:30,16:30,484,484-0401708 YWL,5月小作文: 3557 嘉威,https://drive.google.com/file/d/1CgiLFbmLpRbbGajhuBtxVUZeexeV8m33/view?usp=sharing
288,2025/5/17（週六） 19:21,19:21,453,453-0650986Krenz,,https://mopsov.twse.com.tw/mops/web/ajax_STAMAK03_1?encodeURIComponent=1&step=1&firstin=1&off=1&keyword4=&code1=&TYPEK2=&checkbtn=&queryName=co_id&inpuType=co_id&TYPEK=all&co_id=3557&b_date=1140424&e_date=1140424
289,2025/5/17（週六） 21:46,21:46,610,610-0750365淳,五月小作文-南亞科2408,https://docs.google.com/document/d/10hvcBtQC8BYDUtpxnjfBdwWXRj9HhKljM63E8CqqsqI/edit
290,2025/5/17（週六） 23:02,23:02,575,575-0741277 黃金獵款,五月小作文-當沖空方日內波,https://drive.google.com/file/d/1GEpEiqQuq9I3zpAce6grRsAZCQCZYFu_/view?usp=drive_link
291,2025/5/17（週六） 23:08,23:08,609,609-0749949非洲巨象,五月小作文-洋基工程 6691,https://docs.google.com/document/d/1Proh78px602CBFQHfE-AsN_Q7LXr-U79/edit?usp=drive_link&ouid=101843848990126886739&rtpof=true&sd=true
292,2025/5/18（週日） 10:56,10:56,513,513-0727822 Loui,五月小作文-台指期下週行情規劃分享,https://drive.google.com/file/d/1Hw10TvCVyhOEJP2WjAwhpaZMLM9X7QAC/view?usp=sharing
293,2025/5/18（週日） 20:43,20:43,577,577-0741727Silence張震,五月小作文-NFE(美股),https://www.dropbox.com/scl/fi/2w9eqeurxzjfknb6km0jb/2025-05-18-8.41.28.png?rlkey=02a14u90nm3uxmhjtudyvdtms&st=1uon154y&dl=0
294,2025/5/18（週日） 21:45,21:45,530,530-0728960Harris,五月份小作文: 3293 PER探究,https://docs.google.com/document/d/1r0wLd8jfdhuTSNOh3tIb2122kbM5P0IZUSfysFs9s_k/edit?usp=sharing
295,2025/5/18（週日） 23:04,23:04,046,046-0406114 JOY88,五月份小作文：颱風假選擇權賣方短線交易策略應用。,https://docs.google.com/document/d/1e5LV4cfWgdKXfyQ8C10CwYYLdYRnPErD-fh5343ulks/edit?usp=sharing
296,2025/5/19（週一） 11:03,11:03,102,102-0407647 Ethan,五月份小作文 2515 中工分點異常,https://docs.google.com/document/d/1je78S4BWHCgoWKNDPW3n3UZBnA16TyRTofYKCW-6JRI/edit?usp=sharing
297,2025/5/19（週一） 11:57,11:57,492,492-0719128 ED,,https://docs.google.com/document/d/1OgZWPrAmNBmUwpWw5lrB_RbCzlY5zmpg/edit
298,2025/5/19（週一） 14:37,14:37,531,531-0606228 QD,,https://docs.google.com/document/d/1Oh_vCkweXaXMVmnfSf-MOIwwqtSoFdRq1sxGFYfCqFs/edit?usp=sharing
299,2025/5/19（週一） 15:25,15:25,611,611-0541723 鴿五郎,五月小作文-浪凡6165,https://docs.google.com/document/d/12Pxkf5PgcG3vqIj-ZUPfa8luPu2XRYur/edit?usp=sharing&ouid=104588451278844838269&rtpof=true&sd=true
300,2025/5/19（週一） 15:31,15:31,612,612-0751830 Bazinga,五月小作文-1815富喬,https://reurl.cc/K8vnRj
301,2025/5/19（週一） 17:00,17:00,500,500-0724304FOMO就剁手手,可能是2022年購入的不動產吧,https://www.sinotrade.com.tw/richclub/news/68139a8331c1ba247a6ac869
302,2025/5/19（週一） 17:02,17:02,500,500-0724304FOMO就剁手手,05/01的新聞了,https://tw.stock.yahoo.com/news/%E6%95%B8%E9%9B%B2%E7%AB%AF-%E6%B5%AA%E5%87%A1%E5%95%9F%E5%8B%95%E7%AD%96%E7%95%A5%E8%81%AF%E7%9B%9F%E5%B8%83%E5%B1%80-%E5%A3%AB%E6%9E%97%E5%9F%BA%E5%9C%B0%E5%8D%87%E7%B4%9A%E7%82%BA%E6%95%B8%E4%BD%8D%E7%B6%93%E6%BF%9F%E5%89%B5%E6%96%B0%E4%B8%AD%E5%BF%83-001901721.html
303,2025/5/19（週一） 20:32,20:32,571,571-0727961小P,,https://drive.google.com/drive/folders/1sqOvHnIXC2kIa2y6ncoBqnX8q6ogy62N?usp=drive_link
304,2025/5/19（週一） 21:09,21:09,554,554-0726975大平,5月小作文-新美齊(2442)-目前進度客戶已在對保,https://docs.google.com/document/d/1LxCjslC5vpaeRIQkcYYCcREla5eTDtU8/edit?usp=sharing&ouid=113741739286475035002&rtpof=true&sd=true
305,2025/5/19（週一） 21:10,21:10,543,543-0531953瘋狂吉娃娃,國統,https://drive.google.com/file/d/1eAXflkAgiubxiaBhtYmztnTblcPIhfWE/view?usp=sharing
306,2025/5/19（週一） 21:38,21:38,600,600-9800003NMSL,5月小作文(3) - 淺談CB,https://reurl.cc/vQ4ZDA
307,2025/5/19（週一） 23:35,23:35,600,600-9800003NMSL,5月狼友小作文(4) - 南亞科(2408),https://reurl.cc/3Kpze9
308,2025/5/20（週二） 01:37,01:37,046,046-0406114 JOY88,,https://docs.google.com/document/d/14VHqFItNlYQJWejPldNyj-SgKxNYw9X-/edit?usp=sharing&ouid=102342029662928345304&rtpof=true&sd=true
309,2025/5/20（週二） 02:01,02:01,510,510-0726629小平,,https://docs.google.com/document/d/1t_M0ijJmPBS5r6L6qxDL-fZFywR4KWfbZV8Z31054LU/edit?usp=drivesdk
310,2025/5/20（週二） 05:21,05:21,506,506-0723994 樂觀感恩,,https://docs.google.com/document/d/1SwWAZIpfTi6-OiE-pz5MWUw6ge5HDNx3S4ak_Ae0FPw/edit?usp=sharing
311,2025/5/20（週二） 09:11,09:11,571,571-0727961小P,,https://drive.google.com/drive/folders/1kd-YfQjo9kSWcS2b-W7GuX41C-oWpsbq?usp=drive_link
312,2025/5/20（週二） 10:48,10:48,526,526-0347875小妞,五月小作文,https://docs.google.com/document/d/1h9O2hjKx-N1rb1Z99t84q7sR3yhl4VFDVJr6_1rA3JQ/edit?usp=sharing
313,2025/5/20（週二） 11:58,11:58,542,542-0198299Mark66,五月小作文,https://docs.google.com/document/d/1z2jQsGYqNJzD7rdoN1vx_9sfJvxcSfOHvvFMBM8_xhc/edit?usp=drivesdk
314,2025/5/20（週二） 12:27,12:27,476,⚡️⭐️476-0689643  賢妻良母,五月小作文- 大跌的國泰金(2882)與義隆 (2458),https://docs.google.com/document/d/10fqXr3Bj_pJDaTKMSk0XGDWk_TsJ2Qxog_jWrOIfujk/edit?usp=sharing
315,2025/5/20（週二） 12:56,12:56,533,📊⭐️533-0525286 MT,五月小作文 材料-KY 4763,https://docs.google.com/document/d/162W1BEu7wWikpuscmhMn3F4Pmat6MopHN3sBdefgXVI/edit?usp=sharing
316,2025/5/20（週二） 13:06,13:06,608,608-0750132 Kris,五月小作文-台積電2330,https://docs.google.com/document/d/19FEK1btwSHI8DBQ61MhmX8kA5DV0HqdSmZyQXJeluzg/edit?usp=sharing
317,2025/5/20（週二） 13:12,13:12,538,538-0736538 ㄟ死笑笑笑,五月小作文 黑K策略,https://drive.google.com/file/d/1NAkDKPeLFEKKr59bqWPT5iMeyNGSWdyY/view?usp=sharing
318,2025/5/20（週二） 13:49,13:49,502,⚡⭐502-0724579 Cowboy,五月小作文 第三篇,https://drive.google.com/file/d/1YCgJddreaYhgHg8fd-nA8ogwkWw7284d/view
319,2025/5/20（週二） 14:23,14:23,531,531-0606228 QD,,https://docs.google.com/document/d/10tRK9QQoE8c4kTVM_V2NI8nFuF9U3wgvwUJ86C9PWKc/edit?usp=sharing
320,2025/5/20（週二） 14:39,14:39,524,524-0727783馬伕傑,,https://docs.google.com/document/d/1IQcQkB4EpM0kWljGlc-rlvnx1kw1XgFyPFCEWVyivY4/edit?usp=drive_link
321,2025/5/20（週二） 14:47,14:47,480,480-0693299 Benson,,https://docs.google.com/presentation/d/18nae9I3zlRS3qq4kEEhAeoVBcn6Qm-ML/edit?usp=drivesdk&ouid=118154091252196378446&rtpof=true&sd=true
322,2025/5/20（週二） 15:13,15:13,464,464-0678146小書僮,五月小作文 Mark Minervini大師交易 (下),https://drive.google.com/file/d/1GLvyJHNEIrFVXkAsZ00fb6x3CTp1w9_X/view?usp=sharing
323,2025/5/20（週二） 15:37,15:37,523,523-0725002 Eason,5月小作文 Mark Minervini200日選股指標,https://docs.google.com/document/d/1AiLvk0Khq88wYE9A9WEftIdRYBDJFDu7/edit?usp=sharing&ouid=107307769969375441225&rtpof=true&sd=true
324,2025/5/20（週二） 15:41,15:41,464,464-0678146小書僮,,https://drive.google.com/file/d/1ZJXOpnSih2yLQAOnN9jZi3PSIP_lpBo1/view?usp=sharing
325,2025/5/20（週二） 15:58,15:58,528,528-0434571荒唐信,5月小作文 小那1分K交易策略,https://docs.google.com/document/d/1siCjWvrc-HsNJY8OgsHQ5_a30DSqEbinWQXPMIh8Zmo/edit?usp=sharing
326,2025/5/20（週二） 17:40,17:40,014,014-0395005 老高,小作文：貨櫃三雄 航線運量分析,https://docs.google.com/document/d/1M5Nd-sCU-3Lbtz0z0-8-md_uPxBbXMUM7yjAQPLHiCM/edit?usp=drivesdk
327,2025/5/20（週二） 19:07,19:07,614,614-0750996咖喱,五月小作文-達邁3645,https://docs.google.com/document/d/1EOa844KxSP-At4MDZ_Viqi8qOwzOjT_h/edit?usp=drivesdk&ouid=115213020927724656256&rtpof=true&sd=true
328,2025/5/20（週二） 19:13,19:13,615,615-0396172John(小志),五月小作文-統一FANG+ 00757.,https://docs.google.com/document/d/10ApIz_seANCw7lNYX0-VxhCB1FQBPg0xNSBYaUT_LzM/edit?usp=sharing
329,2025/5/20（週二） 20:19,20:19,448,448-0566151MIN KAO,五月小作文-華新（1605）,https://docs.google.com/document/d/18MJcycWBMLxCfooXcQSOOuQv7chGJADK0YZZljF1Qmo/edit?usp=sharing
330,2025/5/20（週二） 21:26,21:26,571,571-0727961小P,,https://drive.google.com/drive/folders/1NfCZshPN5AuZDVHrMQta1EvD1qxq97og?usp=drive_link
331,2025/5/20（週二） 21:41,21:41,553,553-0720939東東,,https://docs.google.com/document/d/1hDQ7DFcFG_Zw6SItFkTPv5YeGWRiQCkTb4LBfYdQvTg/edit?usp=sharing
332,2025/5/20（週二） 22:47,22:47,586,586-9800001安煦,,https://docs.google.com/document/d/1O8mOfe9ybRDtCHtZxgwEQ9kLVTC7sU-QHPX0HilhVe0/edit?tab=t.0
333,2025/5/20（週二） 23:15,23:15,605,605-0735461小蘋果,,https://docs.google.com/document/d/1yDiY9IDGrjSuGQCxkBUzr4yQGy8gjSs5rXl3uNkPRk0/edit?tab=t.0
334,2025/5/21（週三） 08:44,08:44,149,149-0394491小豬哥,五月份小作文-東生華8432,https://docs.google.com/document/d/1siKuV7NIM1S9TdtZ-ZbAeFPic_Kh8Io_/edit?usp=sharing&ouid=102217930404666154665&rtpof=true&sd=true
335,2025/5/21（週三） 12:10,12:10,502,⚡⭐502-0724579 Cowboy,,https://drive.google.com/file/d/1vJUu7gh1uz9zGvd47TgK0vSp6xAHXPDD/view?usp=sharing
336,2025/5/21（週三） 13:12,13:12,607,607-9800004小火龍,,https://docs.google.com/document/d/11fFWiGPPKSWqZCmo2csFVjl6nuPPaajvPROyGIR9d_c/edit?usp=sharing
337,2025/5/21（週三） 14:48,14:48,525,525-0725808真閒,,https://docs.google.com/document/d/1vwmCnPrLH13t601-SfGTJNiLAIjb5h7j/edit?usp=drive_link&ouid=106202841797809016047&rtpof=true&sd=true
338,2025/5/21（週三） 15:50,15:50,618,618-0752428MMRT,五月小作文-光聖 6442,https://docs.google.com/document/d/1cluLLl6rf0KJL3C48uw5hGm6iT6Zd9bYVnxFp6FgPNo/edit?usp=sharing
339,2025/5/21（週三） 15:54,15:54,617,617-0739454傑森,五月小作文-卜蜂1215,https://docs.google.com/document/d/1CZVOy3gLtqDu6Q26u0WuFOx58qeCYVFFEB1WITjkThY/edit?usp=sharing
340,2025/5/21（週三） 18:12,18:12,512,512-0726962火熱鐵甲,五月小作文-分享被動指數vs主動短線操作目的思考,https://docs.google.com/document/d/12PuCNuRmk6cvkz5lUw1gKCVA4aGtkq1uotoX9Qra5DI/edit?usp=drivesdk
341,2025/5/21（週三） 20:25,20:25,289,289-0394556/Agogo,ALAB 小作文,https://docs.google.com/document/d/1-A7PcnptmdDNqENBo31kYg5lx6LnYd-P8l_fInm-_i4/edit?usp=drivesdk
342,2025/5/21（週三） 20:26,20:26,571,571-0727961小P,,https://drive.google.com/drive/folders/1S0OIFYTI6RKwp0nm5Yum1ce9YNk_Dk3Y?usp=drive_link
343,2025/5/21（週三） 21:01,21:01,616,616-0749800 吉拉,五月小作文- 世芯-KY3661,https://docs.google.com/document/d/1YuhI9V4olodcZugZ-vsY_TS5pjj47TYGvbkCzwMnXo8/edit?usp=sharing
344,2025/5/21（週三） 22:43,22:43,572,572-0739946韭韭窩,五月小作文: 回測常見陷阱,https://docs.google.com/document/d/10taRUXC8Bh647aLvqLOeBxfI8CNqzodN1hfzaDox6Z4/edit?tab=t.0
345,2025/5/21（週三） 22:46,22:46,184,184-0393188 吃魚,微程式7721,https://docs.google.com/document/d/1bebmakf0VcgLXf5tvRVcKRhm-8JiudwL6pAkacVG-z8/edit?usp=sharing
346,2025/5/22（週四） 00:02,00:02,315,🌀⭐315-0424057 Shen,五月小作文 - 6191精成科,https://docs.google.com/document/d/1ONbnN4MBEU42h_UEFfmH9Q2OR27h3Q61cnFZDXkS2zI/edit?usp=sharing
347,2025/5/22（週四） 02:09,02:09,519,519-0725280 Benson,,https://docs.google.com/document/d/1oPkhHzsAefs30RFk92t57A3b-dNU1ifQ/edit?usp=drive_link&ouid=114185884775362699727&rtpof=true&sd=true
348,2025/5/22（週四） 08:48,08:48,546,546-0728449Douhua,5月小作文 交易紀錄建置,https://drive.google.com/drive/folders/1HYmh_LbBepH__AiHZzsxvKHXkFR4Z__R?usp=sharing
349,2025/5/22（週四） 11:22,11:22,012,012-0403340漢堡,,https://docs.google.com/document/d/1-LMdACakgYJFq46juBxdTGOPO-0lqZXUtrXJFQSKMm4/edit?tab=t.0
350,2025/5/22（週四） 12:03,12:03,498,498-0717418 修,,https://docs.google.com/document/d/1VC1RJ6-ILlvqeUMEdv8WkuIV3yVsNjeV/edit?usp=drivesdk&ouid=114421657726260418588&rtpof=true&sd=true
351,2025/5/22（週四） 13:19,13:19,521,521-0726674 TSEN,五月小作文-義隆2458,https://1drv.ms/w/c/e6dd565bd8b4acce/EfQYMSfwhKNLuFdgSOzkyGMB1Ww-aYFIYAD-z0XjJCna8g
352,2025/5/22（週四） 15:51,15:51,014,014-0395005 老高,小作文：金像電2368,https://gemini.google.com/share/b7b97991f416
353,2025/5/22（週四） 15:55,15:55,622,622-0751982 Leon,五月小作文-新應材4749,https://docs.google.com/document/d/1OhgAg9w1wq2sHo-bgnHIY72yBsPsR_qOmmKmOGthHtc/edit?usp=sharing
354,2025/5/22（週四） 15:56,15:56,621,621-0752923jen,五月小作文-皇昌 2543,https://docs.google.com/document/d/11gwqH1z2BmxHBnIyOhNcHpPPQFXpGoHh0fBGx-ayhjg/edit?usp=sharing
355,2025/5/22（週四） 17:16,17:16,620,620-0752871 YH Lin,五月小作文-NQ納斯達克指數期貨,https://drive.google.com/file/d/1wBj9wP3AswClB-RwP8QCwbj2Nd-UBHcw/view?usp=sharing
356,2025/5/22（週四） 17:20,17:20,623,623-0752473bad,五月小作文-大學光,https://docs.google.com/document/d/1dh1mDtZJ3GAerImkPe4MrPH0z66tCQgr_-wKLK6THww/
357,2025/5/22（週四） 17:22,17:22,557,557-0727411威力力力,五月小作文-天弘化,https://docs.google.com/document/d/1drSfD3rpmQxVkF6hCwGhK5whNCNQD6AL/edit?usp=drive_link&ouid=101047127970704222066&rtpof=true&sd=true
358,2025/5/22（週四） 20:13,20:13,537,537-0525273momoju,五月小作文 - 日內空策略(融資濾網),https://momoju.notion.site/1f966c95fe8d80cfb2f6ed8cceec565e?pvs=4
359,2025/5/22（週四） 20:15,20:15,460,460-0544474 Monson,剛好也有研究，補充一下自己觀察的,https://makssin.blogspot.com/2024/03/3218tw.html
360,2025/5/22（週四） 21:12,21:12,571,571-0727961小P,,https://drive.google.com/drive/folders/1HndgDJorlfkJhapgLJguxoeMMj62KbHt?usp=drive_link
361,2025/5/23（週五） 00:45,00:45,440,440-0208121  voice,5月小作文,https://docs.google.com/document/d/1b0NpD1y3TnVodTH2GRR9_dmJNj-Ke8sa/edit?usp=sharing&ouid=112140481029709627573&rtpof=true&sd=true
362,2025/5/23（週五） 10:30,10:30,509,🔥📊⚡️ ⭐ 509-0726577小棕熊,五月小作文 利用黃金複製出新台幣兌美元交易對,https://docs.google.com/document/d/1VR5alIQRSxYNVpXUaRHhXrXuaskWq0nR1Or6PU61IAA/edit?usp=sharing
363,2025/5/23（週五） 10:52,10:52,530,530-0728960Harris,加碼在一篇5月份小作文,https://docs.google.com/document/d/1Uq4XUp6HQfmRU1WrqUixiA-t-TQBAB0sUou1usD2I60/edit?usp=sharing
364,2025/5/23（週五） 14:15,14:15,468,468-0677901彩虹,五月小作文 貿聯KY 3665,https://docs.google.com/document/d/14sy6DUWMptkViGAL9IAWfM0_uBtWyZ4bU-xNE0_ScYE/edit?usp=drivesdk
365,2025/5/23（週五） 14:49,14:49,625,625-0754138威廉Wang,五月小作文-週三的台指選擇權,https://docs.google.com/document/d/1bOAAXT-pagXyywJvVgCR7WYq77h-8fy5QO1Z1E6UrPI/edit?usp=sharing
366,2025/5/23（週五） 15:10,15:10,624,624-0748762張仔,五月小作文-大成1210,https://drive.google.com/file/d/1HJVOrwp1C-i4pgmsFkdHdZcPZa1W2YvV/view?usp=drive_link
367,2025/5/23（週五） 16:29,16:29,450,450-0424183 Seal,5月份小作文 SPY & 台指的規劃,https://docs.google.com/document/d/1fE54zfWekJ6tFqZCoPICIw2psLvLWOuHWbyH_36aiFA/edit?usp=sharing
368,2025/5/23（週五） 18:55,18:55,508,508-0324115 Sean,,https://docs.google.com/document/d/13ttQngU7Yff43Q7e3dLYEmFXBdJaAbyz410XNIclA4M/edit?tab=t.0
369,2025/5/24（週六） 00:31,00:31,532,532-0733492熊,,https://docs.google.com/document/d/11cUqr3qe4zbv-mgXrYOHOv6UowbXLPuqVoDsYObWzus/edit?usp=sharing
370,2025/5/24（週六） 09:45,09:45,571,571-0727961小P,,https://drive.google.com/drive/folders/11juYOpqKHphVrXOEbEPbSGTXP5fv7NZr?usp=drive_link
371,2025/5/24（週六） 10:41,10:41,527,527-0726894耀,因端午連假快到了 應景一下 連假投資策略Ai潤稿,https://docs.google.com/document/d/1FI7anGbP5d5STds5Zh6k9ZPg_-WbFeYv/edit?usp=drive_link&ouid=106899638007069152878&rtpof=true&sd=true
372,2025/5/24（週六） 10:49,10:49,520,520-0725769森森,5月小作文: 精成科6191,https://drive.google.com/file/d/1n2XmUD1-2cm4MUB5hbVOXwkyNLcNFgXg/view?usp=drive_link
373,2025/5/24（週六） 11:45,11:45,499,499-0707318 開心北極熊,,https://docs.google.com/document/d/18oEcie2-_geBFAuOeXJyoCZnpT-OJG8sMR7VhTVzVwQ/edit?usp=drivesdk
374,2025/5/24（週六） 14:18,14:18,379,379-0489759 迪諾,,https://docs.google.com/document/d/1AHqaOGJKs5NEXOj4lxU7RCSQ7O_P11wiRvP33c1lFms/edit?usp=sharing
375,2025/5/24（週六） 14:59,14:59,248,248-0397346 Kenny,,https://ai.finlab.tw/course?cid=LqYTLW3KkXRSPnci47xe&pid=UHnZjS2vQDzKzOV9CQT1
376,2025/5/24（週六） 16:15,16:15,516,516-0724825EJAY,五月小作文 9939宏全,https://drive.google.com/file/d/1Oh9fTEWjZe2gtBuGzL8xn_9K5EjT5HQp/view?usp=drivesdk
377,2025/5/24（週六） 16:53,16:53,485,485-0530080克里斯,5月小作文 3529力旺,https://docs.google.com/document/d/1_m_V-tNO1QN6l48zyLNBIHRmsvoggeZa/edit?usp=drive_link&ouid=116098567997374387789&rtpof=true&sd=truehttps://docs.google.com/document/d/1_m_V-tNO1QN6l48zyLNBIHRmsvoggeZa/edit?usp=drive_link&ouid=116098567997374387789&rtpof=true&sd=true
378,2025/5/24（週六） 17:46,17:46,515,515-0725565ycc,五月小作文 2615萬海 關稅事件交易,https://docs.google.com/document/d/1FDZZcvpGuavDpcBOvcym6R_p_nimAW-LPo7CrUf0sus/edit?tab=t.0
379,2025/5/25（週日） 09:13,09:13,434,434-0547510菲獅,五月小作文 5439高技,https://docs.google.com/document/d/1z_vMoKuWvqFN0UJcBbsWfX0AoI3NWZzdwDih0taAbs8/edit?tab=t.0
380,2025/5/25（週日） 09:40,09:40,420,420-0529143肥吱吱,五月小作文 6919 康霈,https://docs.google.com/document/d/1p2FNreD6-MvR-vAJJn3pI8RFNNhlTHz0nvHm5WO9utI/edit?tab=t.0#heading=h.esx7k0nb3y5r
381,2025/5/25（週日） 12:40,12:40,417,417-0405649 阿賢,五月小作文 2377 微星科技,https://drive.google.com/file/d/1mMy5UTj5mBwGTB47RrIFzAqCu5kOW3XH/view?usp=sharing
